Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,social_agent,mice back in,,,POINT,603.533,603.533,NA,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,social_agent,facial sniffing,,,STATE,605.000,605.267,0.267,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,facial sniffing,,,STATE,605.133,605.267,0.134,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,606.400,610.400,4.000,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,social_agent,anogenital sniffing,,,STATE,606.733,606.800,0.067,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,613.200,615.600,2.400,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,social_agent,anogenital sniffing,,,STATE,617.000,619.200,2.200,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,social_agent,facial sniffing,,,STATE,621.867,622.133,0.266,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,623.533,623.600,0.067,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,624.733,625.800,1.067,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,facial sniffing,,,STATE,626.867,627.533,0.666,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,632.133,632.200,0.067,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,633.267,635.067,1.800,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,638.200,640.000,1.800,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,641.600,642.000,0.400,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,643.200,644.667,1.467,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,645.400,646.400,1.000,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,647.400,647.733,0.333,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,facial sniffing,,,STATE,648.733,650.000,1.267,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,facial sniffing,,,STATE,650.933,652.467,1.534,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,social_agent,facial sniffing,,,STATE,650.933,652.400,1.467,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,facial sniffing,,,STATE,657.333,657.533,0.200,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,659.533,660.400,0.867,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,661.267,661.533,0.266,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,662.600,663.067,0.467,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,facial sniffing,,,STATE,665.333,665.400,0.067,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,666.067,667.067,1.000,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,670.800,673.067,2.267,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,673.667,674.133,0.466,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,677.667,680.067,2.400,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,social_agent,facial sniffing,,,STATE,682.533,683.400,0.867,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,facial sniffing,,,STATE,682.800,683.067,0.267,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,688.867,689.867,1.000,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,facial sniffing,,,STATE,693.800,694.333,0.533,,
22_nov_p1,2024-10-07 16:14:23,,/Users/naylajimenez/Downloads/22_nov_p1_converted (1).mp4,2342.200,15.0,subject,anogenital sniffing,,,STATE,695.933,696.000,0.067,,
