Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,facial sniffing,,,STATE,603.533,603.733,0.200,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,social_agent,mice back in,,,POINT,603.533,603.533,NA,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,anogenital sniffing,,,STATE,605.933,608.200,2.267,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,anogenital sniffing,,,STATE,611.867,613.600,1.733,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,anogenital sniffing,,,STATE,618.200,622.000,3.800,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,social_agent,facial sniffing,,,STATE,642.600,642.800,0.200,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,facial sniffing,,,STATE,642.667,643.000,0.333,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,anogenital sniffing,,,STATE,644.667,645.133,0.466,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,anogenital sniffing,,,STATE,648.533,648.600,0.067,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,anogenital sniffing,,,STATE,651.867,652.200,0.333,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,facial sniffing,,,STATE,664.600,665.067,0.467,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,social_agent,facial sniffing,,,STATE,664.667,665.133,0.466,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,anogenital sniffing,,,STATE,665.400,667.000,1.600,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,facial sniffing,,,STATE,667.067,668.867,1.800,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,social_agent,facial sniffing,,,STATE,668.600,669.000,0.400,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,anogenital sniffing,,,STATE,670.067,672.333,2.266,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,social_agent,anogenital sniffing,,,STATE,670.400,670.467,0.067,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,anogenital sniffing,,,STATE,673.533,674.933,1.400,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,anogenital sniffing,,,STATE,677.000,680.733,3.733,,
41_cage_p1,2024-09-28 20:20:10,,/Users/naylajimenez/Downloads/41_cage_p1_converted.mp4,2341.800,15.0,subject,anogenital sniffing,,,STATE,685.200,686.133,0.933,,
