Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,mice back in,Not defined,POINT,601.333,601.333,NA,C:/lab/Social Memory/22_cage_p1_converted.mp4,9020,9020,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,603.333,603.733,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,9050,9056,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,603.733,604.133,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,9056,9062,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,604.667,608.667,4.000,C:/lab/Social Memory/22_cage_p1_converted.mp4,9070,9130,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,609.400,611.400,2.000,C:/lab/Social Memory/22_cage_p1_converted.mp4,9141,9171,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,612.800,613.267,0.467,C:/lab/Social Memory/22_cage_p1_converted.mp4,9192,9199,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,615.000,615.400,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,9225,9231,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,615.933,616.333,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,9239,9245,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,616.667,616.933,0.266,C:/lab/Social Memory/22_cage_p1_converted.mp4,9250,9254,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,618.400,619.200,0.800,C:/lab/Social Memory/22_cage_p1_converted.mp4,9276,9288,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,621.333,621.733,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,9320,9326,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,622.600,622.933,0.333,C:/lab/Social Memory/22_cage_p1_converted.mp4,9339,9344,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,624.867,625.533,0.666,C:/lab/Social Memory/22_cage_p1_converted.mp4,9373,9383,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,626.600,626.867,0.267,C:/lab/Social Memory/22_cage_p1_converted.mp4,9399,9403,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,anogenital sniffing,Not defined,STATE,628.000,628.333,0.333,C:/lab/Social Memory/22_cage_p1_converted.mp4,9420,9425,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,634.800,635.533,0.733,C:/lab/Social Memory/22_cage_p1_converted.mp4,9522,9533,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,634.933,635.333,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,9524,9530,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,635.933,636.600,0.667,C:/lab/Social Memory/22_cage_p1_converted.mp4,9539,9549,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,641.667,642.200,0.533,C:/lab/Social Memory/22_cage_p1_converted.mp4,9625,9633,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,642.933,643.400,0.467,C:/lab/Social Memory/22_cage_p1_converted.mp4,9644,9651,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,643.400,644.867,1.467,C:/lab/Social Memory/22_cage_p1_converted.mp4,9651,9673,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,anogenital sniffing,Not defined,STATE,649.733,650.067,0.334,C:/lab/Social Memory/22_cage_p1_converted.mp4,9746,9751,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,660.067,660.400,0.333,C:/lab/Social Memory/22_cage_p1_converted.mp4,9901,9906,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,660.133,660.600,0.467,C:/lab/Social Memory/22_cage_p1_converted.mp4,9902,9909,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,665.667,666.200,0.533,C:/lab/Social Memory/22_cage_p1_converted.mp4,9985,9993,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,665.933,666.267,0.334,C:/lab/Social Memory/22_cage_p1_converted.mp4,9989,9994,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,666.933,667.200,0.267,C:/lab/Social Memory/22_cage_p1_converted.mp4,10004,10008,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,anogenital sniffing,Not defined,STATE,670.733,671.200,0.467,C:/lab/Social Memory/22_cage_p1_converted.mp4,10061,10068,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,672.200,672.533,0.333,C:/lab/Social Memory/22_cage_p1_converted.mp4,10083,10088,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,672.600,673.200,0.600,C:/lab/Social Memory/22_cage_p1_converted.mp4,10089,10098,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,679.000,679.400,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,10185,10191,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,680.533,680.867,0.334,C:/lab/Social Memory/22_cage_p1_converted.mp4,10208,10213,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,681.133,681.667,0.534,C:/lab/Social Memory/22_cage_p1_converted.mp4,10217,10225,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,681.200,681.533,0.333,C:/lab/Social Memory/22_cage_p1_converted.mp4,10218,10223,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,688.533,689.200,0.667,C:/lab/Social Memory/22_cage_p1_converted.mp4,10328,10338,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,689.733,690.067,0.334,C:/lab/Social Memory/22_cage_p1_converted.mp4,10346,10351,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,690.800,691.067,0.267,C:/lab/Social Memory/22_cage_p1_converted.mp4,10362,10366,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,694.400,695.133,0.733,C:/lab/Social Memory/22_cage_p1_converted.mp4,10416,10427,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,705.733,706.133,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,10586,10592,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,711.400,711.867,0.467,C:/lab/Social Memory/22_cage_p1_converted.mp4,10671,10678,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,714.533,714.867,0.334,C:/lab/Social Memory/22_cage_p1_converted.mp4,10718,10723,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,715.200,715.600,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,10728,10734,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,715.933,716.200,0.267,C:/lab/Social Memory/22_cage_p1_converted.mp4,10739,10743,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,716.467,716.733,0.266,C:/lab/Social Memory/22_cage_p1_converted.mp4,10747,10751,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,717.200,717.467,0.267,C:/lab/Social Memory/22_cage_p1_converted.mp4,10758,10762,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,fighting,Not defined,STATE,717.867,718.467,0.600,C:/lab/Social Memory/22_cage_p1_converted.mp4,10768,10777,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,720.000,721.533,1.533,C:/lab/Social Memory/22_cage_p1_converted.mp4,10800,10823,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,724.600,725.267,0.667,C:/lab/Social Memory/22_cage_p1_converted.mp4,10869,10879,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,724.800,725.200,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,10872,10878,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,726.200,726.800,0.600,C:/lab/Social Memory/22_cage_p1_converted.mp4,10893,10902,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,727.267,727.533,0.266,C:/lab/Social Memory/22_cage_p1_converted.mp4,10909,10913,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,732.267,732.867,0.600,C:/lab/Social Memory/22_cage_p1_converted.mp4,10984,10993,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,736.667,737.000,0.333,C:/lab/Social Memory/22_cage_p1_converted.mp4,11050,11055,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,739.600,739.867,0.267,C:/lab/Social Memory/22_cage_p1_converted.mp4,11094,11098,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,anogenital sniffing,Not defined,STATE,742.267,742.667,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,11134,11140,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,744.133,744.600,0.467,C:/lab/Social Memory/22_cage_p1_converted.mp4,11162,11169,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,746.600,746.733,0.133,C:/lab/Social Memory/22_cage_p1_converted.mp4,11199,11201,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,750.400,750.800,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,11256,11262,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,750.600,751.000,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,11259,11265,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,751.867,752.400,0.533,C:/lab/Social Memory/22_cage_p1_converted.mp4,11278,11286,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,753.867,754.400,0.533,C:/lab/Social Memory/22_cage_p1_converted.mp4,11308,11316,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,755.000,755.333,0.333,C:/lab/Social Memory/22_cage_p1_converted.mp4,11325,11330,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,755.067,755.533,0.466,C:/lab/Social Memory/22_cage_p1_converted.mp4,11326,11333,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,anogenital sniffing,Not defined,STATE,774.133,774.467,0.334,C:/lab/Social Memory/22_cage_p1_converted.mp4,11612,11617,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,anogenital sniffing,Not defined,STATE,781.600,781.800,0.200,C:/lab/Social Memory/22_cage_p1_converted.mp4,11724,11727,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,789.333,789.867,0.534,C:/lab/Social Memory/22_cage_p1_converted.mp4,11840,11848,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,789.467,789.800,0.333,C:/lab/Social Memory/22_cage_p1_converted.mp4,11842,11847,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,790.133,790.600,0.467,C:/lab/Social Memory/22_cage_p1_converted.mp4,11852,11859,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,800.133,800.467,0.334,C:/lab/Social Memory/22_cage_p1_converted.mp4,12002,12007,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,813.533,813.867,0.334,C:/lab/Social Memory/22_cage_p1_converted.mp4,12203,12208,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,814.067,815.267,1.200,C:/lab/Social Memory/22_cage_p1_converted.mp4,12211,12229,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,anogenital sniffing,Not defined,STATE,821.133,821.600,0.467,C:/lab/Social Memory/22_cage_p1_converted.mp4,12317,12324,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,822.867,823.400,0.533,C:/lab/Social Memory/22_cage_p1_converted.mp4,12343,12351,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,822.933,823.467,0.534,C:/lab/Social Memory/22_cage_p1_converted.mp4,12344,12352,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,825.267,825.733,0.466,C:/lab/Social Memory/22_cage_p1_converted.mp4,12379,12386,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,834.000,834.333,0.333,C:/lab/Social Memory/22_cage_p1_converted.mp4,12510,12515,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,836.267,836.600,0.333,C:/lab/Social Memory/22_cage_p1_converted.mp4,12544,12549,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,836.400,836.733,0.333,C:/lab/Social Memory/22_cage_p1_converted.mp4,12546,12551,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,836.733,837.400,0.667,C:/lab/Social Memory/22_cage_p1_converted.mp4,12551,12561,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,838.067,841.133,3.066,C:/lab/Social Memory/22_cage_p1_converted.mp4,12571,12617,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,841.400,841.600,0.200,C:/lab/Social Memory/22_cage_p1_converted.mp4,12621,12624,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,anogenital sniffing,Not defined,STATE,843.400,843.667,0.267,C:/lab/Social Memory/22_cage_p1_converted.mp4,12651,12655,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,850.800,851.267,0.467,C:/lab/Social Memory/22_cage_p1_converted.mp4,12762,12769,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,850.933,851.267,0.334,C:/lab/Social Memory/22_cage_p1_converted.mp4,12764,12769,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,anogenital sniffing,Not defined,STATE,858.000,858.267,0.267,C:/lab/Social Memory/22_cage_p1_converted.mp4,12870,12874,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,anogenital sniffing,Not defined,STATE,861.267,861.533,0.266,C:/lab/Social Memory/22_cage_p1_converted.mp4,12919,12923,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,861.867,862.267,0.400,C:/lab/Social Memory/22_cage_p1_converted.mp4,12928,12934,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,864.800,865.400,0.600,C:/lab/Social Memory/22_cage_p1_converted.mp4,12972,12981,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,subject,112.874,facial sniffing,Not defined,STATE,865.333,865.867,0.534,C:/lab/Social Memory/22_cage_p1_converted.mp4,12980,12988,,,,
22_cage_p1,2024-10-06 00:23:00.220,,Media file,player #1:C:/lab/Social Memory/22_cage_p1_converted.mp4,0.0,1733.934,2341.800,15.000,social_agent,90.136,facial sniffing,Not defined,STATE,865.800,866.267,0.467,C:/lab/Social Memory/22_cage_p1_converted.mp4,12987,12994,,,,
