Observation id	Observation date	Description	Observation type	Source	Time offset (s)	Coding duration	Media duration (s)	FPS (frame/s)	Subject	Observation duration by subject by observation	Behavior	Behavioral category	Behavior type	Start (s)	Stop (s)	Duration (s)	Media file name	Image index start	Image index stop	Image file path start	Image file path stop	Comment start	Comment stop
13_nov_p1	2024-09-24 11:39:07.053		Media file	player #1:C:/lab/Social Memory/13_nov_p1_converted.mp4	0.0	1625.937	2194.125	16.000	subject	279.738	facial sniffing	Not defined	STATE	564.125	565.312	1.187	C:/lab/Social Memory/13_nov_p1_converted.mp4	9026	9045				
13_nov_p1	2024-09-24 11:39:07.053		Media file	player #1:C:/lab/Social Memory/13_nov_p1_converted.mp4	0.0	1625.937	2194.125	16.000	social_agent	118.367	facial sniffing	Not defined	STATE	564.125	565.000	0.875	C:/lab/Social Memory/13_nov_p1_converted.mp4	9026	9040				
13_nov_p1	2024-09-24 11:39:07.053		Media file	player #1:C:/lab/Social Memory/13_nov_p1_converted.mp4	0.0	1625.937	2194.125	16.000	social_agent	118.367	mice back in	Not defined	POINT	564.438	564.438	NA	C:/lab/Social Memory/13_nov_p1_converted.mp4	9031	9031				
13_nov_p1	2024-09-24 11:39:07.053		Media file	player #1:C:/lab/Social Memory/13_nov_p1_converted.mp4	0.0	1625.937	2194.125	16.000	subject	279.738	anogenital sniffing	Not defined	STATE	566.188	567.249	1.061	C:/lab/Social Memory/13_nov_p1_converted.mp4	9059	NA				
13_nov_p1	2024-09-24 11:39:07.053		Media file	player #1:C:/lab/Social Memory/13_nov_p1_converted.mp4	0.0	1625.937	2194.125	16.000	subject	279.738	anogenital sniffing	Not defined	STATE	570.625	573.438	2.813	C:/lab/Social Memory/13_nov_p1_converted.mp4	9130	9175				
13_nov_p1	2024-09-24 11:39:07.053		Media file	player #1:C:/lab/Social Memory/13_nov_p1_converted.mp4	0.0	1625.937	2194.125	16.000	subject	279.738	anogenital sniffing	Not defined	STATE	576.437	576.438	0.001	C:/lab/Social Memory/13_nov_p1_converted.mp4	NA	9223				
13_nov_p1	2024-09-24 11:39:07.053		Media file	player #1:C:/lab/Social Memory/13_nov_p1_converted.mp4	0.0	1625.937	2194.125	16.000	subject	279.738	anogenital sniffing	Not defined	STATE	581.125	584.688	3.563	C:/lab/Social Memory/13_nov_p1_converted.mp4	9298	9355				
13_nov_p1	2024-09-24 11:39:07.053		Media file	player #1:C:/lab/Social Memory/13_nov_p1_converted.mp4	0.0	1625.937	2194.125	16.000	social_agent	118.367	anogenital sniffing	Not defined	STATE	581.312	582.000	0.688	C:/lab/Social Memory/13_nov_p1_converted.mp4	9301	9312				
13_nov_p1	2024-09-24 11:39:07.053		Media file	player #1:C:/lab/Social Memory/13_nov_p1_converted.mp4	0.0	1625.937	2194.125	16.000	social_agent	118.367	anogenital sniffing	Not defined	STATE	582.688	583.000	0.312	C:/lab/Social Memory/13_nov_p1_converted.mp4	9323	9328				
13_nov_p1	2024-09-24 11:39:07.053		Media file	player #1:C:/lab/Social Memory/13_nov_p1_converted.mp4	0.0	1625.937	2194.125	16.000	subject	279.738	anogenital sniffing	Not defined	STATE	585.375	586.188	0.813	C:/lab/Social Memory/13_nov_p1_converted.mp4	9366	9379				
