Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,mice back in,Not defined,POINT,602.800,602.800,NA,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,9042,9042,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,subject,38.268,anogenital sniffing,Not defined,STATE,617.467,620.333,2.866,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,9262,9305,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,subject,38.268,anogenital sniffing,Not defined,STATE,671.733,673.467,1.734,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,10076,10102,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,facial sniffing,Not defined,STATE,752.667,754.600,1.933,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,11290,11319,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,subject,38.268,anogenital sniffing,Not defined,STATE,762.533,766.067,3.534,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,11438,11491,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,mice taken out,Not defined,POINT,900.667,900.667,NA,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,13510,13510,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,mice back in,Not defined,POINT,984.333,984.333,NA,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,14765,14765,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,subject,38.268,anogenital sniffing,Not defined,STATE,1020.933,1024.000,3.067,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,15314,15360,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,anogenital sniffing,Not defined,STATE,1113.800,1114.332,0.532,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,16707,NA,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,fighting,Not defined,STATE,1114.333,1118.333,4.000,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,16715,16775,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,fighting,Not defined,STATE,1120.200,1121.933,1.733,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,16803,16829,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,anogenital sniffing,Not defined,STATE,1131.600,1135.200,3.600,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,16974,17028,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,anogenital sniffing,Not defined,STATE,1164.667,1166.867,2.200,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,17470,17503,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,facial sniffing,Not defined,STATE,1220.000,1221.000,1.000,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,18300,18315,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,mice taken out,Not defined,POINT,1259.200,1259.200,NA,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,18888,18888,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,mice back in,Not defined,POINT,1322.400,1322.400,NA,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,19836,19836,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,subject,38.268,facial sniffing,Not defined,STATE,1333.667,1339.533,5.866,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,20005,20093,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,fighting,Not defined,STATE,1346.600,1348.600,2.000,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,20199,20229,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,fighting,Not defined,STATE,1368.067,1371.533,3.466,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,20521,20573,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,facial sniffing,Not defined,STATE,1560.000,1563.733,3.733,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,23400,23456,,,,
33_cage,2024-10-09 09:32:57.191,,Media file,player #1:C:/Users/anate/Downloads/33_cage_p1_converted.mp4,0.0,1714.667,2341.800,15.000,social_agent,58.059,mice taken out,Not defined,POINT,1620.533,1620.533,NA,C:/Users/anate/Downloads/33_cage_p1_converted.mp4,24308,24308,,,,
